product_name,brand,price,sku,product_id,description,reviews,colour,sizes,breadcrumbs,primary_image_url,image_urls,product_url
,,,"Ponderosa Pine / XS - Rs. 8,700.00",high-rise-legging-in-melt-ponderosa-pine,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/high-rise-legging-in-melt-ponderosa-pine
,,,"Ponderosa Pine / XS - Rs. 10,300.00",high-rise-full-length-legging-in-takara-shine-ponderosa-pine,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/high-rise-full-length-legging-in-takara-shine-ponderosa-pine
,,,"Ponderosa Pine / XS - Rs. 9,500.00",high-rise-sport-legging-in-melt-ponderosa-pine,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/high-rise-sport-legging-in-melt-ponderosa-pine
,,,"Heather Grey / XS - Rs. 12,000.00",split-bootcut-sweatpant-heather-grey,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/split-bootcut-sweatpant-heather-grey
,,,"Heather Grey / XS - Rs. 13,600.00",tuxedo-pant-heather-grey,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/tuxedo-pant-heather-grey
,,,"Heather Grey / XS - Rs. 10,800.00",split-bootcut-rhinestone-sweatpant-heather-grey,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/split-bootcut-rhinestone-sweatpant-heather-grey
,,,"Steel Grey / XS - Rs. 10,300.00",high-rise-7-8-legging-in-takara-shine-steel-grey,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/high-rise-7-8-legging-in-takara-shine-steel-grey
,,,"Coronet Blue  / Charlock / XS - Rs. 9,500.00",coloroblock-legging-in-melt-cornet-blue-charlock,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/coloroblock-legging-in-melt-cornet-blue-charlock
,,,"Snow White / XS - Rs. 37,400.00",girl-jacket-snow-white,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/girl-jacket-snow-white
,,,"Black / XS - Rs. 31,100.00",monaco-black,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/monaco-black
,,,"Sand / 34 - Rs. 26,100.00",matteo-blazer-sand,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/matteo-blazer-sand
,,,"Black / 34 - Rs. 61,500.00",indiana-blazer-black,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/indiana-blazer-black
,,,"Khaki / 34 - Rs. 36,700.00",neo-vest-khaki,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/neo-vest-khaki
,,,"Baby / XS - Rs. 21,300.00",side-stripe-turtle-jacket-baby,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/side-stripe-turtle-jacket-baby
,,,"White / XS - Rs. 15,900.00",linen-jacket-white,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/linen-jacket-white
,,,"White / XS - Rs. 21,800.00",pacific-morgan-zip-up-jacket-white,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/pacific-morgan-zip-up-jacket-white
,,,"White / XS - Rs. 22,700.00",carnaby-pari-zip-knit-jacket-white,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/carnaby-pari-zip-knit-jacket-white
,,,"PEARL / XS - Rs. 28,600.00",oversized-double-breasted-jacket-pearl,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/oversized-double-breasted-jacket-pearl
,,,"White / XS - Rs. 11,100.00",pace-jacket-white,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/pace-jacket-white
,,,"Black / S - Rs. 10,000.00",clinton-crop-jacket-black,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/clinton-crop-jacket-black
,,,"Desert Sand-Smc / XS - Rs. 23,700.00",asmc-sw-bomber-crop-desert-sand-smc,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/asmc-sw-bomber-crop-desert-sand-smc
,,,"Deep Dove-Smc / XS - Rs. 17,100.00",asmc-truenature-golf-vest-deep-dove-smc,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/asmc-truenature-golf-vest-deep-dove-smc
,,,"Dark Blue / XS - Rs. 31,200.00",ulite-nylon-jacket-dark-blue,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/ulite-nylon-jacket-dark-blue
,,,"Cream / XS - Rs. 94,400.00",chamonix-ski-jacket-cream,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/chamonix-ski-jacket-cream
,,,"Cream / XS - Rs. 33,100.00",mini-moto-jacket-cream,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/mini-moto-jacket-cream
,,,"BLACK / XS - Rs. 60,300.00",dissco-puffer-jacket-black,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/dissco-puffer-jacket-black
,,,"Chestnut / XS - Rs. 94,800.00",monterosa-chestnut,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/monterosa-chestnut
,,,"SPRING GREEN / 34 - Rs. 41,700.00",dream-jacket-spring-green,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/dream-jacket-spring-green
,,,"Merlot to Magenta Haze / XS - Rs. 10,200.00",ombre-french-terry-half-zip-horseshoe-merlot-to-magenta-haze,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/ombre-french-terry-half-zip-horseshoe-merlot-to-magenta-haze
,,,"Faded Black / XS - Rs. 18,400.00",quilted-car-black-faded-black,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/quilted-car-black-faded-black
,,,"Caramel Cafe to Rose Cloud / XS - Rs. 10,200.00",ombre-french-terry-half-zip-cactus-caramel-cafe-to-rose-cloud,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/ombre-french-terry-half-zip-cactus-caramel-cafe-to-rose-cloud
,,,"Cream / XS - Rs. 56,000.00",sian-cream,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/sian-cream
,,,"CURLY LAMB SUEDE / 4 - Rs. 128,500.00",feli-l-787-curly-lamb-suede,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/feli-l-787-curly-lamb-suede
,,,"Oat / XS - Rs. 28,200.00",biilie-oat,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/biilie-oat
,,,"IVORY / XS - Rs. 71,900.00",gardena-vest-met-ivory,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/gardena-vest-met-ivory
,,,"Ice Grey / XS - Rs. 52,300.00",hallie-puffer-ice-grey,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/hallie-puffer-ice-grey
,,,"Snow / 0 - Rs. 92,300.00",diana-jacket-snow,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/diana-jacket-snow
,,,"Black Combo / XS - Rs. 30,500.00",irina-boucle-puffer-black-combo,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/irina-boucle-puffer-black-combo
,,,"Black/ Soft White/ Reflective / XS - Rs. 55,900.00",esme-anorak-black-soft-white-reflective,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/esme-anorak-black-soft-white-reflective
,,,"Black / XS - Rs. 24,000.00",blazer-puffer-black,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/blazer-puffer-black
,,,"Allover Zebra Print / XS - Rs. 152,600.00",lucca-d-867-allover-zebra-print,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/lucca-d-867-allover-zebra-print
,,,"HOT PINK / XS - Rs. 112,500.00",joanna-glam-hot-pink,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/joanna-glam-hot-pink
,,,"Deep Taupe / XS - Rs. 26,400.00",avant-jacket-deep-taupe,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/avant-jacket-deep-taupe
,,,"Sweet Lavender / Acid Lime / XS - Rs. 15,200.00",pleated-back-running-jacket-sweett-lavender-acid-lime,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/pleated-back-running-jacket-sweett-lavender-acid-lime
,,,"Sweet Lavender/ Acid Lime / XS - Rs. 14,300.00",iridescent-nylon-jacket-sweet-lavender-acid-lime,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/iridescent-nylon-jacket-sweet-lavender-acid-lime
,,,"Cream / XS - Rs. 55,500.00",jorane-cream,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/jorane-cream
,,,"MERINO CURLY LAMBFUR / 4 - Rs. 136,600.00",minka-ld-133-merino-curly-lambfur,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/minka-ld-133-merino-curly-lambfur
,,,"Orange / XS - Rs. 14,300.00",puffer-vest-orange-com,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/puffer-vest-orange-com
,,,"Haute Red / XS - Rs. 24,000.00",blazer-puffer-haute-red,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/blazer-puffer-haute-red
,,,"RED / XS - Rs. 79,600.00",calea-short-ski-jacket-red,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/calea-short-ski-jacket-red
,,,"French Blue / 34 - Rs. 80,300.00",bea-ski-jacket-french-blue,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/bea-ski-jacket-french-blue
,,,"Aura / XS - Rs. 78,800.00",aomori-aura,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/aomori-aura
,,,"Medium Wash / XS - Rs. 15,900.00",tailored-denim-jacket-medium-wash,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/tailored-denim-jacket-medium-wash
,,,"Deep Lagoon / XS - Rs. 20,000.00",oversized-blazer-deep-lagoon,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/oversized-blazer-deep-lagoon
,,,"Black Combo / XS - Rs. 27,700.00",athena-colorblock-track-jacket-black-combo,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/athena-colorblock-track-jacket-black-combo
,,,"Black / XS - Rs. 20,000.00",prep-blazer-navy-blazer,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/prep-blazer-navy-blazer
,,,"Black / XS - Rs. 14,300.00",knit-jacket-with-asymmetrical-zip-black,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/knit-jacket-with-asymmetrical-zip-black
,,,"Black / XS - Rs. 20,000.00",quilted-coat-black,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/quilted-coat-black
,,,"Cream / 34 - Rs. 86,700.00",delphine-ski-jacket-cream,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/delphine-ski-jacket-cream
,,,"Dot Black / 34 - Rs. 69,000.00",grand-ski-jacket-dot-black,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/grand-ski-jacket-dot-black
,,,"Geo Print - Black/Snow White / XS - Rs. 71,900.00",mountain-puffer-ski-jacket-geo-print-black-snow-white,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/mountain-puffer-ski-jacket-geo-print-black-snow-white
,,,"Silver / XS - Rs. 42,200.00",double-breasted-trench-mini-silver,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/double-breasted-trench-mini-silver
,,,"Dove / XS/S - Rs. 34,200.00",hooded-sleeping-bag-coat-short-dove,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/hooded-sleeping-bag-coat-short-dove
,,,"White / Black / XS - Rs. 52,300.00",skylar-faye-bomber-white-black,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/skylar-faye-bomber-white-black
,,,"Large Houndstooth/ Black / XS - Rs. 47,900.00",single-breasted-boy-fit-riding-jacket-large-houndstooth-black,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/single-breasted-boy-fit-riding-jacket-large-houndstooth-black
,,,"Large Houndstooth / XS/S - Rs. 35,000.00",1,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/hooded-sleeping-bag-coat-short-black-1
,,,"Grey Marl / XS - Rs. 55,900.00",haillie-mae-puffer-grey-marl,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/haillie-mae-puffer-grey-marl
,,,"Warped Star Print - Black/Snow White / XS - Rs. 96,400.00",candice-ski-parka-warped-star-print-black-snow-white,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/candice-ski-parka-warped-star-print-black-snow-white
,,,"Black / 34 - Rs. 80,300.00",elegant-ski-jacket-black,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/elegant-ski-jacket-black
,,,"Python / XS/S - Rs. 30,200.00",hooded-sleeveless-sleeping-bag-vest-python,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/hooded-sleeveless-sleeping-bag-vest-python
,,,"Black / XS - Rs. 32,000.00",roseville-short-puffer-black,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/roseville-short-puffer-black
,,,"Metallic Bronze / XS - Rs. 38,200.00",oversized-moto-jacket-metallic-bronze,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/oversized-moto-jacket-metallic-bronze
,,,"Taupe / XS - Rs. 72,300.00",torri-jacket-taupe,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/torri-jacket-taupe
,,,"Hot Chocolate (red) / XS - Rs. 15,900.00",myla-zip-through-jacket-hot-chocolate-red,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/myla-zip-through-jacket-hot-chocolate-red
,,,"Rainy Day / XS - Rs. 26,400.00",elle-light-padded-parka-rainy-day,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/elle-light-padded-parka-rainy-day
,,,"Natural Sherpa / XS - Rs. 21,600.00",sherpa-puffer-jacket-natural-sherpa,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/sherpa-puffer-jacket-natural-sherpa
,,,"Winterberry / XS - Rs. 32,000.00",powder-vixen-jacket-6600-winterberry,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/powder-vixen-jacket-6600-winterberry
,,,"Black / XS - Rs. 15,900.00",vegan-leather-puffer-vest-black,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/vegan-leather-puffer-vest-black
,,,"Black / XS - Rs. 21,600.00",satin-blazer-black,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/satin-blazer-black
,,,"Black / XS - Rs. 17,800.00",knit-cocoon-cardigan-black,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/knit-cocoon-cardigan-black
,,,"Matte Black / XS - Rs. 39,800.00",liana-matte-black,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/liana-matte-black
,,,"Black / XS - Rs. 20,700.00",volta-wrap-jacket-black,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/volta-wrap-jacket-black
,,,"Taupe Heather / XS - Rs. 12,000.00",v-neck-knit-vest-taupe-heather,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/v-neck-knit-vest-taupe-heather
,,,"Natural / XS - Rs. 23,400.00",pinnacle-oslo-puffer-gilet-natural,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/pinnacle-oslo-puffer-gilet-natural
,,,"Truffle / XS - Rs. 55,900.00",dani-truffle,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/dani-truffle
,,,"Python / XS - Rs. 29,000.00",classic-single-breasted-jacket-python,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/classic-single-breasted-jacket-python
,,,"Army / XS - Rs. 26,100.00",theia-zip-taffeta-bomber-jacket-army,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/theia-zip-taffeta-bomber-jacket-army
,,,"Moonbeam Heather / XS - Rs. 17,800.00",knit-cocoon-cardigan-moonbeam-heather,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/knit-cocoon-cardigan-moonbeam-heather
,,,"Marshmallow / XS - Rs. 20,800.00",moon-classic-short-jacket-marshmellow,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/moon-classic-short-jacket-marshmellow
,,,"Black/Offset Stripe / XS - Rs. 23,800.00",side-stripe-turtle-jacket-black-offset-stripe,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/side-stripe-turtle-jacket-black-offset-stripe
,,,"Black / XS - Rs. 46,800.00",bronte-mesh-sleeve-knit-jacket-black,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/bronte-mesh-sleeve-knit-jacket-black
,,,"Black / XS - Rs. 23,500.00",single-breasted-blazer-black,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/single-breasted-blazer-black
,,,"Black / XS - Rs. 34,500.00",artemis-fem-lace-bomber-jacket-black,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/artemis-fem-lace-bomber-jacket-black
,,,"Black / Cloud Dancer / XS - Rs. 12,000.00",colorblock-windbreaker-black-cloud-dancer,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/colorblock-windbreaker-black-cloud-dancer
,,,"Navy / XS - Rs. 23,500.00",double-breasted-blazer-in-scuba-navy,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/double-breasted-blazer-in-scuba-navy
,,,"Natural / Medium Wash / XS - Rs. 20,000.00",sherpa-denim-jacket-natural-medium-wash,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/sherpa-denim-jacket-natural-medium-wash
,,,"Denim Blue / XS - Rs. 17,800.00",the-denim-shirt-jacket,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/the-denim-shirt-jacket
,,,"Cloud Dancer / Sky Blue / XS - Rs. 12,000.00",colorblock-windbreaker-cloud-dancer-sky-blue,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/colorblock-windbreaker-cloud-dancer-sky-blue
,,,"White / XS - Rs. 23,500.00",double-breasted-blazer-in-scuba-white,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/double-breasted-blazer-in-scuba-white
,,,"Blush / XS - Rs. 21,600.00",satin-blazer-blush,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/satin-blazer-blush
,,,"Cameo Pink / XS - Rs. 30,300.00",fenja2-d-cameo-pink,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/fenja2-d-cameo-pink
,,,"BLACK / XXS - Rs. 4,300.00",tank-in-diamond-compression-black,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/tank-in-diamond-compression-black
,,,"BLACK / XXS - Rs. 3,600.00",ribbed-tank-1-black,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/ribbed-tank-1-black
,,,"Charcoal Heather / XS - Rs. 9,400.00",zip-long-sleeve-run-top-charcoal-grey,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/zip-long-sleeve-run-top-charcoal-grey
,,,"Multicolor / XS - Rs. 20,200.00",top-multicolor-blue-green-and-orange-tones,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/top-multicolor-blue-green-and-orange-tones
,,,"White/ Sweet Lavender / XS - Rs. 12,700.00",puff-sleeve-full-zip-top-white-sweet-lavendar,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/puff-sleeve-full-zip-top-white-sweet-lavendar
,,,"Winter White / XS - Rs. 18,400.00",donna-sweater-winter-white,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/donna-sweater-winter-white
,,,"Chantilly / Black / XS - Rs. 14,100.00",gio-wave-top-chantilly-black,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/gio-wave-top-chantilly-black
,,,"Off White / XS - Rs. 13,600.00",reversible-boucle-sweater-off-white,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/reversible-boucle-sweater-off-white
,,,"Silversage / XS - Rs. 6,300.00",short-sleeve-pocket-tee-silversage,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/short-sleeve-pocket-tee-silversage
,,,"Acid Lime / XS - Rs. 8,800.00",long-sleeve-wrap-top-acid-lime,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/long-sleeve-wrap-top-acid-lime
,,,"Silversage / Acid Lime / XS - Rs. 8,800.00",pleated-back-tank-silver-sage-acid-lime,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/pleated-back-tank-silver-sage-acid-lime
,,,"Silversage / Acid Lime / XS - Rs. 11,100.00",colorblock-half-zip-top-silversage-acid-lime,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/colorblock-half-zip-top-silversage-acid-lime
,,,"Silversage / Acid Lime / XS - Rs. 8,700.00",colorblock-high-neck-tank-silversage-acid-lime,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/colorblock-high-neck-tank-silversage-acid-lime
,,,"Muted Clay / XS - Rs. 9,400.00",puff-sleeve-tee-muted-clay,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/puff-sleeve-tee-muted-clay
